,open,high,low,close,adjusted_close,volume,30_day_MA,50_day_MA,100_day_MA,200_day_MA,4_week_high,4_week_low,10_week_high,10_week_low,52_week_high,52_week_low
2022-07-10,256.16,269.055,254.74,267.66,266.342328165322,87314678,260.3025420516421,260.3025420516421,277.0230898776163,295.4542024541213,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,223.244581041014
2022-07-03,268.205,268.3,252.9,259.58,258.302105451521,126633760,259.0039664771979,259.0039664771979,278.4422354854042,296.0588737104556,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,221.967555125983
2022-06-26,250.255,267.98,249.51,267.7,266.382131248063,115674192,258.947138760105,258.947138760105,280.6855467658306,296.9897020428384,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,208.901972106839
2022-06-19,245.11,255.3,241.51,247.65,246.430836023843,184152944,260.05256738817866,260.05256738817866,282.44578800452337,297.79401766663983,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,208.901972106839
2022-06-12,272.06,274.18,252.53,252.99,251.744547569845,120518929,265.90810002585823,265.90810002585823,284.9136902633628,299.1148520227387,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,208.509022241601
2022-06-05,272.53,277.69,261.6,270.02,268.690710047075,135187036,268.06334991148947,268.06334991148947,287.04801743655645,299.96781536777746,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,208.509022241601
2022-05-29,255.49,273.34,253.43,273.24,271.894858207773,142680141,269.43463359642044,269.43463359642044,288.6801693881543,300.3324870196071,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,208.509022241601
2022-05-22,259.955,268.33,246.44,252.56,251.316664430373,164627282,272.9613461532308,272.9613461532308,292.1814699620995,300.8659080819018,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,206.809514074449
2022-05-15,270.06,273.75,250.02,261.12,259.202025491744,221997169,281.1072701961006,281.1072701961006,296.00773443171687,301.53402644370397,308.596529124056,253.474407204798,313.093255439457,253.474407204798,339.886189703787,206.809514074449
2022-05-08,277.71,290.88,271.27,274.73,272.712057534264,175633827,289.07696482691426,289.07696482691426,299.15573444402304,302.12235723116504,313.093255439457,268.235184315178,313.093255439457,268.235184315178,339.886189703787,206.809514074449
2022-05-01,273.29,290.98,270.0,277.52,275.481564470239,211924047,292.35040952435827,292.35040952435827,301.86706390280705,302.0635939881643,313.093255439457,268.235184315178,313.093255439457,268.235184315178,339.886189703787,206.406740462581
2022-04-24,278.91,293.3,273.38,274.03,272.01719916323,124741446,293.4079177880833,293.4079177880833,304.1964608878086,302.0156907943765,313.093255439457,272.01719916323,315.279582632463,272.01719916323,339.886189703787,206.406740462581
2022-04-17,291.79,292.61,279.32,279.83,277.774597094649,115664768,293.7947222812919,293.7947222812919,306.8888962609348,301.86286422044617,313.093255439457,273.823830927917,315.279582632463,273.823830927917,339.886189703787,206.406740462581
2022-04-10,310.09,315.11,296.28,296.97,294.788700636808,143204193,295.6172365230307,295.6172365230307,309.1204432371394,301.54038447157893,313.093255439457,273.823830927917,336.131799977526,273.823830927917,339.886189703787,198.237935869449
2022-04-03,304.33,315.95,304.33,309.42,307.147253093044,148667745,293.10681249396896,293.10681249396896,310.5278397622205,300.48910867823895,313.093255439457,273.823830927917,339.232390965177,273.823830927917,339.886189703787,198.237935869449
2022-03-27,298.89,305.5,294.9,303.68,301.44941445057,128192615,290.49945071014304,290.49945071014304,311.6436134157213,299.1451025402052,301.86632947319,273.823830927917,339.232390965177,273.823830927917,339.886189703787,198.237935869449
2022-03-20,280.34,301.0,275.82,300.43,298.223286299344,175744631,290.87664335530354,290.87664335530354,312.6545175124539,297.90504368549597,308.285917337634,273.823830927917,339.321545338624,273.823830927917,339.886189703787,198.237935869449
2022-03-13,288.53,289.69,270.0,280.07,278.012834250432,184358475,293.71871360527336,293.71871360527336,313.48894001649694,296.80607054881494,310.514776673804,273.823830927917,339.321545338624,273.823830927917,339.886189703787,198.237935869449
2022-03-06,294.31,303.13,287.165,289.86,287.730924896741,157402366,295.8849459879357,295.8849459879357,314.36918794926373,295.9597965335269,310.514776673804,278.211365213585,339.321545338624,278.211365213585,339.886189703787,198.237935869449
2022-02-27,285.0,297.63,271.52,297.31,295.126203274167,168916893,297.1993729338163,297.1993729338163,314.1745525838372,294.6371778607785,310.514776673804,278.211365213585,339.886189703787,278.211365213585,339.886189703787,196.337171793006
2022-02-20,293.77,300.87,286.305,287.93,285.815101102321,160446684,300.47724548296964,300.47724548296964,313.9146367807064,293.72897605776694,315.279582632463,285.779391063057,339.886189703787,285.779391063057,339.886189703787,196.337171793006
2022-02-13,306.17,311.93,294.22,295.04,292.267848241687,176800964,305.5918042526238,305.5918042526238,313.8853150306262,292.56527499139725,325.918671197117,285.779391063057,339.886189703787,285.779391063057,339.886189703787,196.337171793006
2022-02-06,308.95,315.12,299.96,305.94,303.065433470247,202857381,311.7177003125702,311.7177003125702,313.70833784651745,291.42512144891134,338.737088890472,285.779391063057,339.886189703787,285.779391063057,339.886189703787,196.337171793006
2022-01-30,292.2,308.5,276.05,308.26,305.363635096877,352537899,314.6469167823731,314.6469167823731,313.181742121959,290.1734128764453,339.232390965177,285.779391063057,339.886189703787,285.779391063057,339.886189703787,196.337171793006
2022-01-23,304.07,313.9093,295.61,296.03,293.248546349602,180568678,320.86659003513034,320.86659003513034,313.3180624730249,289.122951673338,339.232390965177,293.248546349602,339.886189703787,292.99025274692,339.886189703787,196.337171793006
2022-01-16,309.485,323.41,303.75,310.2,307.28540714673,193141391,324.67975560758947,324.67975560758947,313.30421424455466,288.0849774575834,339.321545338624,301.936144739921,339.886189703787,289.598681193742,339.886189703787,196.337171793006
2022-01-09,335.35,338.0,310.09,314.04,311.089327080462,174012812,327.78199760215585,327.78199760215585,312.6491693286071,286.1634055186856,339.321545338624,310.930830416556,339.886189703787,278.761472965514,339.886189703787,196.337171793006
2022-01-02,335.46,344.3,335.43,336.32,333.159987529298,84417803,330.8112650910492,330.8112650910492,311.1015886149907,283.96718933673816,339.321545338624,316.904173437494,339.886189703787,278.761472965514,339.886189703787,196.337171793006
2021-12-26,320.05,336.39,317.57,334.69,331.545302765761,97516470,330.1543614253108,330.1543614253108,308.46239936162414,281.3304217520249,339.886189703787,316.904173437494,339.886189703787,278.761472965514,339.886189703787,196.337171793006
2021-12-19,340.68,343.79,317.25,323.8,320.757623578695,191737796,330.88955366771313,330.88955366771313,306.718732120309,279.39881598479644,339.886189703787,319.975046300662,339.886189703787,278.761472965514,339.886189703787,196.337171793006
2021-12-12,323.95,343.0,319.23,342.54,339.321545338624,146125332,331.2340297536405,331.2340297536405,304.55077211066714,276.91552579883967,339.886189703787,319.975046300662,339.886189703787,278.761472965514,339.886189703787,196.337171793006
2021-12-05,334.94,339.28,318.03,323.01,319.975046300662,177395495,327.9427768290456,327.9427768290456,301.80234461768765,274.3645167555137,339.886189703787,306.635642669323,339.886189703787,278.761472965514,339.886189703787,191.892592516852
2021-11-28,344.62,349.67,328.12,329.68,326.582375977221,107337225,324.155150614239,324.155150614239,299.2380952469893,272.1821766161207,339.886189703787,303.965892467114,339.886189703787,278.761472965514,339.886189703787,190.739262617347
2021-11-21,337.54,345.1,334.034,343.11,339.886189703787,101090157,318.8357822889918,318.8357822889918,296.8368321799575,270.3018226755428,339.886189703787,292.99025274692,339.886189703787,278.761472965514,339.886189703787,184.669619671645
2021-11-14,337.3,338.72,329.92,336.72,332.947514106654,106622220,310.7187124847518,310.7187124847518,293.2692291562247,267.81788729028364,333.214489126875,289.598681193742,333.214489126875,278.761472965514,333.214489126875,182.059966424459
2021-11-07,331.355,338.79,326.37,336.06,332.29490850167,120621826,302.8024087370152,302.8024087370152,289.6930428726125,265.2726746134693,332.670651122721,278.761472965514,332.670651122721,278.761472965514,332.670651122721,178.697716547935
2021-10-31,309.36,332.0,306.46,331.62,327.904652613592,159314433,296.79019720139763,296.79019720139763,285.9284828538925,262.4455961918364,327.904652613592,278.761472965514,327.904652613592,278.761472965514,327.904652613592,177.30003709345
2021-10-24,303.57,311.09,302.69,309.16,305.696286116694,91315937,293.80106577129425,293.80106577129425,282.53369235422315,259.8598782581362,307.278360310596,278.761472965514,307.278360310596,273.379902294947,307.278360310596,177.30003709345
2021-10-17,292.92,304.45,292.35,304.21,300.80174407931,113344507,292.20712602093806,292.20712602093806,279.56667202202954,257.57887554924616,301.800428414211,278.761472965514,301.800428414211,273.379902294947,301.800428414211,175.20604658902
2021-10-10,287.4,296.6409,280.25,294.85,291.546610044984,122462501,292.793482269053,292.793482269053,277.0404097175053,255.68504139327285,301.800428414211,278.761472965514,301.800428414211,268.040798033673,301.800428414211,170.156993341003
2021-10-03,296.14,296.47,281.29,289.1,285.861030910649,155541590,294.70680324730307,294.70680324730307,274.65368132939506,253.91495387014854,301.800428414211,278.761472965514,301.800428414211,261.547026122548,301.800428414211,165.51732278877
2021-09-26,296.33,300.9,289.52,299.35,295.996193715333,120872685,295.81515156863554,295.81515156863554,272.7168589697431,252.05745276437898,301.800428414211,287.472768995687,301.800428414211,256.030280684373,301.800428414211,163.577628587312
2021-09-19,297.55,305.32,294.08,299.87,296.510367828351,134785958,294.22087304290824,294.22087304290824,270.4129859246119,249.98445692375947,301.800428414211,282.686326173657,301.800428414211,253.868979698755,301.800428414211,160.965377099921
2021-09-12,301.005,302.14,295.38,295.71,292.396974924206,71791265,291.697310217992,291.697310217992,268.338874673773,247.80702781832056,301.236814482633,282.686326173657,301.236814482633,242.490075422878,301.236814482633,149.941285934848
2021-09-05,301.115,305.19,300.18,301.14,297.766139219761,92659391,290.14003483385954,290.14003483385954,266.75202290866434,246.05274814878513,301.236814482633,281.087555581556,301.236814482633,242.490075422878,301.236814482633,145.915689426294
2021-08-29,303.245,305.65,296.83,299.72,296.362048372673,101283798,286.8846697743123,286.8846697743123,264.4195229796936,243.8810799699361,301.236814482633,277.712373220455,301.236814482633,241.957151892178,301.236814482633,132.542521363977
2021-08-22,293.19,305.84,288.64,304.36,300.950063534988,135072369,283.3185277023882,283.3185277023882,261.56877769652624,241.77860259635543,300.950063534988,273.379902294947,300.950063534988,239.294008425871,300.950063534988,131.996677769597
2021-08-15,289.75,292.9,285.2,292.85,289.012325862154,80543547,280.3361991962972,280.3361991962972,258.4839418587711,239.4595119695689,289.012325862154,273.379902294947,289.012325862154,235.325959814769,289.012325862154,131.996677769597
2021-08-08,286.36,289.63,283.74,289.46,285.666750363869,80827209,277.15379040864656,277.15379040864656,255.7661045571684,237.57037556602089,285.873998403586,267.349971234617,285.873998403586,235.325959814769,285.873998403586,131.996677769597
2021-08-01,289.0,290.15,282.95,284.91,281.176376170006,129074080,273.2754558622327,273.2754558622327,253.17731261299872,235.8125315329853,285.873998403586,261.547026122548,285.873998403586,235.325959814769,285.873998403586,131.996677769597
2021-07-25,278.9335,289.99,274.45,289.67,285.873998403586,129711825,268.7094196856159,268.7094196856159,250.32719756364142,234.03347827721052,285.873998403586,254.007145058566,285.873998403586,235.325959814769,285.873998403586,131.996677769597
2021-07-18,279.157,284.1,276.58,280.75,277.07089119276,116956560,263.9216610030164,263.9216610030164,247.86497975317144,232.17904609041372,278.807827144672,249.260178053626,278.807827144672,235.325959814769,278.807827144672,131.996677769597
2021-07-11,278.03,280.6945,274.3,277.94,274.297715042264,103360847,258.5532788440676,258.5532788440676,245.80631368880412,230.29551249429534,276.261636942437,242.490075422878,276.261636942437,232.145613161205,276.261636942437,131.996677769597
2021-07-04,266.185,278.0,265.91,277.65,274.01151536837,104384023,254.8099844886121,254.8099844886121,244.4106377433224,228.78774645640064,274.01151536837,242.490075422878,274.01151536837,228.285873569264,274.01151536837,131.996677769597
2021-06-27,259.82,267.85,257.92,265.02,261.547026122548,117966870,250.33762637425033,250.33762637425033,242.9068206647492,227.11470555068775,263.195141486009,239.343239798217,263.195141486009,226.808932398878,263.195141486009,131.996677769597
2021-06-20,257.9,262.3,254.42,259.43,256.030280684373,128993727,247.0464343435575,247.0464343435575,241.45022371182992,225.85273134224383,257.48101696239,235.325959814769,257.942852270606,226.808932398878,257.942852270606,131.996677769597
2021-06-13,249.98,258.4868,249.81,257.89,254.51046172645,107035149,245.37535416758217,245.37535416758217,239.8312325021644,224.9908334109107,254.51046172645,235.325959814769,257.942852270606,223.244581041014,257.942852270606,131.996677769597
2021-06-06,251.23,251.65,243.0,250.79,247.503504193169,93208820,245.82509746883673,245.82509746883673,237.79194206836164,223.92823630805458,257.942852270606,235.325959814769,257.942852270606,223.244581041014,257.942852270606,131.996677769597
2021-05-30,247.785,252.94,247.51,249.68,246.408050268952,99588636,247.17951424354416,247.17951424354416,236.53340835806168,223.1391762900095,257.942852270606,235.325959814769,257.942852270606,223.244581041014,257.942852270606,131.996677769597
2021-05-23,246.55,248.33,238.6,245.17,241.957151892178,114541724,248.30736885830913,248.30736885830913,235.0116505151389,222.08600533569634,257.942852270606,235.325959814769,257.942852270606,223.244581041014,257.942852270606,131.996677769597
2021-05-16,250.87,251.73,238.07,248.15,244.335300954121,153151228,249.33162882896053,249.33162882896053,233.90872867980212,221.19607938384576,257.942852270606,235.325959814769,257.942852270606,223.244581041014,257.942852270606,131.996677769597
2021-05-09,253.4,254.35,244.69,252.46,248.579045250362,127807942,247.956432494757,247.956432494757,232.52578151946415,220.1264628619792,257.942852270606,228.285873569264,257.942852270606,223.244581041014,257.942852270606,131.996677769597
2021-05-02,261.66,263.19,249.0,252.18,248.303349565223,169214799,245.44267862276075,245.44267862276075,230.70551369575193,219.0579564740058,257.942852270606,228.285873569264,257.942852270606,221.004827956151,257.942852270606,131.996677769597
2021-04-25,260.19,261.78,255.64,261.15,257.135457764129,114067956,241.93937416660617,241.93937416660617,228.62816801313082,217.88113051522745,257.135457764129,226.808932398878,257.135457764129,208.901972106839,257.135457764129,131.996677769597
2021-04-18,254.71,261.0,254.62,260.74,256.73176051089,124563138,237.55515635460378,237.55515635460378,226.31554252058078,216.597098072081,256.73176051089,226.808932398878,256.73176051089,208.509022241601,256.73176051089,131.996677769597
2021-04-11,242.76,255.99,242.7,255.85,251.916932295433,130514397,233.1981799019663,233.1981799019663,224.12284398637104,215.1148098689654,251.916932295433,223.244581041014,251.916932295433,208.509022241601,251.916932295433,131.996677769597
2021-04-04,236.59,242.84,231.1,242.35,238.624461761963,123980920,230.45303857994298,230.45303857994298,222.3882522189703,213.7609698566036,238.624461761963,223.244581041014,240.671968711283,208.509022241601,240.671968711283,131.996677769597
2021-03-28,230.27,241.05,230.14,236.48,232.844698648521,146927214,231.44921567410015,231.44921567410015,221.39426065892002,212.80467781773834,240.446022538772,223.244581041014,240.671968711283,208.509022241601,240.671968711283,131.996677769597
2021-03-21,234.96,240.055,229.3496,230.35,226.808932398878,164979946,232.60183428399526,232.60183428399526,219.9198646453342,211.62475365399578,240.671968711283,223.244581041014,240.671968711283,206.809514074449,240.671968711283,131.996677769597
2021-03-14,231.37,239.17,227.13,235.75,232.125920612266,150656031,233.348946869787,233.348946869787,218.924047279495,210.34661759469117,240.671968711283,223.244581041014,240.671968711283,206.809514074449,240.671968711283,130.445064968626
2021-03-07,235.9,237.47,224.26,231.6,228.039716707533,168775377,233.0376994130093,233.0376994130093,218.25969379104848,209.08031181203626,240.671968711283,223.244581041014,240.671968711283,206.406740462581,240.671968711283,130.445064968626
2021-02-28,237.42,237.93,227.88,232.38,228.807726116133,169414358,230.81319231090512,230.81319231090512,217.1827410923639,207.8303479120646,240.671968711283,212.625172079963,240.671968711283,206.406740462581,240.671968711283,130.445064968626
2021-02-21,245.03,246.13,240.18,240.97,237.265675885208,90368267,228.20339614952894,228.20339614952894,215.96994581960033,206.58534950393758,240.671968711283,208.901972106839,240.671968711283,206.406740462581,240.671968711283,130.445064968626
2021-02-14,245.0,245.92,240.89,244.99,240.671968711283,54429378,224.79548432280782,224.79548432280782,214.42291416714636,205.2762871384015,240.671968711283,208.509022241601,240.671968711283,202.255014587705,240.671968711283,130.445064968626
