time,open,high,low,close,adjusted_close,volume,30_day_MA,50_day_MA,100_day_MA,200_day_MA,4_week_high,4_week_low,10_week_high,10_week_low,52_week_high,52_week_low,sentiment,weekly_sentiment,monthly_sentiment
2023-01-31,243.08,245.75,237.4,247.81,247.81,25740036.0,245.289,245.289,247.09995239572257,259.6501336175521,257.22,234.53,257.22,213.648993440865,339.886189703787,213.648993440865,0.09365388941850195,0.16312266510036827,0.12233682254695183
2022-12-31,253.87,256.12,250.9156,239.58,239.58,26041524.0,237.57540690015537,237.57540690015537,251.93805914476005,264.1093444238241,255.14,213.648993440865,278.067779794563,213.648993440865,339.886189703787,213.648993440865,0.10230397091781576,0.13114836185024145,0.13502085394339264
2022-11-30,234.6,235.74,227.325,255.14,255.14,30592271.0,236.30758688447943,236.30758688447943,255.63299162838825,270.51364993711974,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658,0.06443672496366745,0.07684382332928578,0.12167869832063785
2022-10-31,235.41,241.61,234.66,232.13,231.478837094179,28880357.0,252.9298275923711,252.9298275923711,261.33871608526994,279.61420745957304,278.067779794563,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281,0.2573802540395838,0.14508926910431355,0.144273594363169
2022-09-30,258.87,260.89,255.41,232.9,232.246677117281,23263431.0,275.8808641623341,275.8808641623341,268.0841866544802,288.6023149458098,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,228.285873569264,0.048206126240399126,0.11429025018773734,0.12457183199241903
2022-08-31,277.82,281.28,275.84,261.47,260.736533558847,21539580.0,260.10717525385206,260.10717525385206,272.4674294598698,293.2587899628238,279.35793622182,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014,0.1968490194701669,0.12211714731301207,0.12618583430666944
2022-07-31,256.39,259.77,254.61,278.01,276.641375824707,22837692.0,259.0039664771979,259.0039664771979,278.4422354854042,296.0588737104556,273.228261479616,241.067370624415,313.093255439457,241.067370624415,339.886189703787,221.967555125983,-0.01928861936366777,0.010345858047246083,0.014149187744061266
2022-06-30,275.195,277.69,270.04,256.83,255.565643513037,25292174.0,268.7661852557888,268.7661852557888,287.8528926524424,300.14178091417455,287.850043474633,251.316664430373,313.093255439457,251.316664430373,339.886189703787,208.509022241601,0.025048603194036085,0.03172988808283011,0.014064686409811504
2022-05-31,277.71,284.94,276.22,271.87,270.531602623873,35151105.0,291.822317162373,291.822317162373,301.3731376400036,302.09014210939944,313.093255439457,268.235184315178,313.093255439457,268.235184315178,339.886189703787,206.406740462581,0.053601561998650585,0.020921013451075526,0.03130193097914701
2022-04-30,309.37,310.13,305.54,284.47,282.380515439785,27110529.0,293.10681249396896,293.10681249396896,310.5278397622205,300.4891086782389,313.093255439457,273.823830927917,339.232390965177,273.823830927917,339.886189703787,198.237935869449,-0.028906451250624365,0.030932332333962954,-0.015219292120141793
2022-03-31,296.4,299.97,292.15,308.31,306.045406247548,31217778.0,296.5379502146101,296.5379502146101,314.31483184190625,295.1659256654308,310.514776673804,278.211365213585,339.886189703787,278.211365213585,339.886189703787,196.533126852433,0.050726,-0.1444242579164349,-0.022637660073223133
