,open,high,low,close,adjusted_close,volume,dividend_amount,split_coefficient,30_day_MA,50_day_MA,100_day_MA,200_day_MA,4_week_high,4_week_low,10_week_high,10_week_low,52_week_high,52_week_low
2023-01-10,227.755,231.31,227.33,228.85,228.85,27033881,0.0,1.0,242.25366666666667,242.25366666666667,243.92428196856565,257.8308383950074,257.22,222.31,257.22,213.648993440865,339.886189703787,213.648993440865
2023-01-09,226.45,231.2366,226.41,227.12,227.12,27369784,0.0,1.0,242.875,242.875,244.5408099624603,258.1959200423733,257.22,222.31,257.22,213.648993440865,339.886189703787,213.648993440865
2023-01-06,223.0,225.7601,219.35,224.93,224.93,43613574,0.0,1.0,243.557,243.557,245.18230004978267,258.546770996236,257.22,222.31,257.22,213.648993440865,339.886189703787,213.648993440865
2023-01-05,227.2,227.55,221.7602,222.31,222.31,39585623,0.0,1.0,244.22699999999998,244.22699999999998,245.853252722826,258.9312541126388,257.22,222.31,257.22,213.648993440865,339.886189703787,213.648993440865
2023-01-04,232.275,232.87,225.96,229.1,229.1,50623394,0.0,1.0,244.88500000000002,244.88500000000002,246.53488219360008,259.3045171860554,257.22,229.1,257.22,213.648993440865,339.886189703787,213.648993440865
2023-01-03,243.08,245.75,237.4,239.58,239.58,25740036,0.0,1.0,245.28900000000002,245.28900000000002,247.09995239572257,259.6501336175521,257.22,234.53,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-30,238.21,239.96,236.66,239.82,239.82,21938472,0.0,1.0,245.35899999999998,245.35899999999998,247.58151724711183,259.9174913910983,257.22,234.53,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-29,235.65,241.92,235.65,241.01,241.01,19770693,0.0,1.0,245.4226666666667,245.4226666666667,247.99241981159923,260.179529647159,257.22,234.53,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-28,236.89,239.72,234.17,234.53,234.53,17457104,0.0,1.0,245.43204114241715,245.43204114241715,248.37171985012955,260.3996837988891,257.22,234.53,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-27,238.7,238.93,235.83,236.96,236.96,16688648,0.0,1.0,245.64345489047486,245.64345489047486,248.8415923847351,260.5990812852352,257.22,236.96,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-23,236.11,238.87,233.9428,238.73,238.73,21206982,0.0,1.0,245.9586820813223,245.9586820813223,249.29452848964777,260.80434545648734,257.22,238.19,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-22,241.255,241.99,233.87,238.19,238.19,28651664,0.0,1.0,246.07762878319102,246.07762878319102,249.7180226851517,261.02815690065455,257.22,238.19,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-21,241.69,245.615,240.11,244.43,244.43,23690607,0.0,1.0,245.60063586485705,245.60063586485705,250.07079348491234,261.2691114723911,257.22,240.33,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-20,239.4,242.91,238.42,241.8,241.8,25150802,0.0,1.0,245.06056859590498,245.06056859590498,250.3929072431594,261.4160806270306,257.22,240.33,257.22,213.648993440865,339.886189703787,213.648993440865
2022-12-19,244.86,245.21,238.71,240.45,240.45,29696436,0.0,1.0,244.5749281657797,244.5749281657797,250.76848660537763,261.5913874003514,257.22,223.880212449981,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-16,248.55,249.84,243.51,244.69,244.69,86101994,0.0,1.0,243.91889365125198,243.91889365125198,251.11447913052805,261.8277920248351,257.22,223.880212449981,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-15,253.72,254.2,247.34,249.01,249.01,35568093,0.0,1.0,242.88419343261418,242.88419343261418,251.34174924452154,262.0730740902364,257.22,223.880212449981,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-14,257.13,262.588,254.31,257.22,257.22,35410933,0.0,1.0,241.89994620683967,241.89994620683967,251.35824838017285,262.31794933595415,257.22,220.768964564168,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-13,261.69,263.915,253.07,256.92,256.92,42196884,0.0,1.0,240.91027772506635,240.91027772506635,251.36160635667406,262.495767025499,256.92,213.648993440865,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-12,247.445,252.54,247.17,252.51,252.51,30665069,0.0,1.0,240.062238961539,240.062238961539,251.38318901232387,262.69414368750654,255.14,213.648993440865,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-09,244.695,248.31,244.16,245.42,245.42,20609743,0.0,1.0,239.4855171541328,239.4855171541328,251.49345112064427,262.9072247038774,255.14,213.648993440865,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-08,244.84,248.74,243.06,247.4,247.4,22611757,0.0,1.0,238.8419814501602,238.8419814501602,251.64903974830318,263.1422556147538,255.14,213.648993440865,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-07,244.83,246.16,242.205,244.37,244.37,20481522,0.0,1.0,238.28435175941587,238.28435175941587,251.75756326428416,263.2963124408218,255.14,213.648993440865,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-06,250.82,251.86,243.78,245.12,245.12,22463727,0.0,1.0,238.4705803390949,238.4705803390949,251.84384671104618,263.5024956587768,255.14,213.648993440865,265.902002805165,213.648993440865,339.886189703787,213.648993440865
2022-12-05,252.01,253.819,248.06,250.2,250.2,23435294,0.0,1.0,238.51846110583995,238.51846110583995,251.94720856140114,263.70597116428837,255.14,213.648993440865,267.337963367848,213.648993440865,339.886189703787,213.648993440865
2022-12-02,249.82,256.06,249.69,255.02,255.02,21528520,0.0,1.0,238.22648822243306,238.22648822243306,251.97350037714668,263.8979438372207,255.14,213.648993440865,278.067779794563,213.648993440865,339.886189703787,213.648993440865
2022-12-01,253.87,256.12,250.9156,254.69,254.69,26041524,0.0,1.0,237.57540690015537,237.57540690015537,251.93805914476005,264.1093444238241,255.14,213.648993440865,278.067779794563,213.648993440865,339.886189703787,213.648993440865
2022-11-30,240.57,255.33,239.86,255.14,255.14,47594239,0.0,1.0,236.94629472106485,236.94629472106485,251.91537114452458,264.324128567689,255.14,213.648993440865,278.067779794563,213.648993440865,339.886189703787,213.648993440865
2022-11-29,241.4,242.79,238.21,240.33,240.33,17956313,0.0,1.0,236.36932699421087,236.36932699421087,251.9960494985188,264.5095696880676,249.956857390372,213.648993440865,278.067779794563,213.648993440865,339.886189703787,213.648993440865
2022-11-28,246.08,246.65,240.8,241.76,241.76,24810271,0.0,1.0,236.2537833010189,236.2537833010189,252.25617278017202,264.769258929276,249.956857390372,213.648993440865,285.347302091498,213.648993440865,339.886189703787,213.648993440865
2022-11-25,247.31,248.7,246.73,247.49,247.49,9200772,0.0,1.0,235.7924116854365,235.7924116854365,252.50935963213243,265.05815334276775,249.956857390372,213.648993440865,289.356025328988,213.648993440865,339.886189703787,213.648993440865
2022-11-23,245.105,248.28,244.27,247.58,247.58,19508462,0.0,1.0,235.3288422919846,235.3288422919846,252.6834542962918,265.3621329294559,249.956857390372,213.648993440865,290.502799389464,213.648993440865,339.886189703787,213.648993440865
2022-11-22,243.59,245.31,240.71,245.03,245.03,19665699,0.0,1.0,234.58006676017212,234.58006676017212,252.8232143709483,265.63272492817623,249.956857390372,213.648993440865,291.26900873224,213.648993440865,339.886189703787,213.648993440865
2022-11-21,241.43,244.67,241.19,242.05,242.05,26394700,0.0,1.0,233.90498968689408,233.90498968689408,252.9559354254635,265.8981865219997,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-18,243.51,243.74,239.03,241.22,241.22,27613523,0.0,1.0,233.45688688585452,233.45688688585452,253.09109186059385,266.20326368935093,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-17,237.78,243.25,237.63,241.68,241.68,23123544,0.0,1.0,233.2023174924026,233.2023174924026,253.26867943917517,266.4892611893985,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-16,242.79,243.8,240.42,241.73,241.73,24093272,0.68,1.0,233.349574605008,233.349574605008,253.40405310456563,266.83343507276754,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-15,245.66,247.0,240.03,241.97,241.291234272514,31390117,0.0,1.0,233.57527303604084,233.57527303604084,253.62261275142032,267.15407975862547,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-14,241.985,243.91,239.21,241.55,240.872412441731,31123340,0.0,1.0,233.80496024641442,233.80496024641442,253.87352172117582,267.4879139791792,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-11,242.99,247.99,241.93,247.11,246.416815725424,34620246,0.0,1.0,233.77803598586414,233.77803598586414,254.04065409638025,267.810370092455,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-10,235.43,243.33,235.0,242.98,242.298401056062,46268021,0.0,1.0,233.3056980322594,233.3056980322594,254.09532452272038,268.06339975462214,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-09,227.37,228.6327,224.33,224.51,223.880212449981,27852910,0.0,1.0,233.1235437756968,233.1235437756968,254.19724906587228,268.3215185351978,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-08,228.7,231.65,225.84,228.87,228.227981931438,28192548,0.0,1.0,233.67399532472533,233.67399532472533,254.4227553016109,268.6310144282632,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-07,221.99,228.41,221.28,227.87,227.230787096242,33497979,0.0,1.0,233.9246236266381,233.9246236266381,254.57811577709808,268.957801277408,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-04,217.55,221.59,213.431,221.39,220.768964564168,36789063,0.0,1.0,234.2430611773442,234.2430611773442,254.81101393389105,269.2878900736748,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-03,220.09,220.41,213.98,214.25,213.648993440865,36633922,0.0,1.0,234.7925155315375,234.7925155315375,255.03618821312196,269.67787630816304,249.956857390372,213.648993440865,292.02526730433,213.648993440865,339.886189703787,213.648993440865
2022-11-02,229.46,231.3,220.04,220.1,219.482583226765,38407008,0.0,1.0,235.6810161296976,235.6810161296976,255.3103719849574,270.1120311241601,249.956857390372,219.482583226765,292.02526730433,219.482583226765,339.886189703787,219.482583226765
2022-11-01,234.6,235.74,227.325,228.17,227.529945546801,30592271,0.0,1.0,236.30758688447946,236.30758688447946,255.63299162838825,270.51364993711974,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-31,233.76,234.92,231.15,232.13,231.478837094179,28357265,0.0,1.0,236.78225162603306,236.78225162603306,255.99255674270637,270.9124272451194,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-28,226.24,236.6,226.05,235.87,235.208345777814,40647724,0.0,1.0,237.1940930929692,237.1940930929692,256.3685562728026,271.2647137833481,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-27,231.04,233.69,225.78,226.75,226.113928880822,40424645,0.0,1.0,237.48893036590906,237.48893036590906,256.72805782679507,271.6650699676213,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-26,231.17,238.3,230.06,231.32,230.67110927767,82684846,0.0,1.0,238.10818835856608,238.10818835856608,257.1411881596871,272.0946027981218,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-25,247.26,251.04,245.83,250.66,249.956857390372,34775505,0.0,1.0,238.8029007604197,238.8029007604197,257.52138416738114,272.4978330819076,249.956857390372,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-24,243.76,247.84,241.295,247.25,246.556423002351,24911212,0.0,1.0,238.84710973144675,238.84710973144675,257.7540982082736,272.803495430358,248.500952930985,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-21,234.74,243.0,234.5,242.12,241.440813497793,26299733,0.0,1.0,239.49196239154057,239.49196239154057,257.99932292836576,273.12536746742904,251.512481333278,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-20,235.77,241.31,234.87,236.15,235.487560331669,21811015,0.0,1.0,240.23454014548358,240.23454014548358,258.2902308196266,273.48520010389046,251.512481333278,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-19,237.04,239.61,234.29,236.48,235.816634627284,19985698,0.0,1.0,240.97811509426182,240.97811509426182,258.6543037983876,273.9373556582177,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-18,243.24,243.93,235.37,238.5,237.830968194381,26329591,0.0,1.0,241.69642777388177,241.69642777388177,258.9420473773617,274.4162961801549,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-17,235.82,238.96,235.135,237.53,236.863689204241,28142268,0.0,1.0,242.1867152345201,242.1867152345201,259.1760140157482,274.8929412768295,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-14,235.54,237.24,228.34,228.56,227.918851532528,30198588,0.0,1.0,242.80264924439317,242.80264924439317,259.3907962090484,275.38928183069595,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-13,219.85,236.1,219.13,234.24,233.582918196444,42551818,0.0,1.0,243.8610053628151,243.8610053628151,259.7052760728717,275.94337301748567,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-12,225.4,227.86,223.96,225.75,225.116734045625,21903937,0.0,1.0,244.7661258748952,244.7661258748952,259.88261353521096,276.46567675643286,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-11,227.62,229.06,224.11,225.41,224.777687801658,30473954,0.0,1.0,246.00331226709574,246.00331226709574,260.150384286056,277.03625504103064,265.902002805165,224.777687801658,292.02526730433,224.777687801658,339.886189703787,224.777687801658
2022-10-10,233.05,234.559,226.73,229.25,228.606915968813,29743608,0.0,1.0,247.32692221168,247.32692221168,260.43089922378493,277.57009311585114,265.902002805165,228.606915968813,292.02526730433,228.606915968813,339.886189703787,228.606915968813
2022-10-07,240.902,241.32,233.17,234.24,233.582918196444,37769602,0.0,1.0,248.61795712498116,248.61795712498116,260.7934316435127,278.0774050489228,265.902002805165,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281
2022-10-06,247.93,250.34,246.08,246.79,246.097713378161,20239886,0.0,1.0,250.10078584491848,250.10078584491848,261.0533948047656,278.5305646182412,265.902002805165,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281
2022-10-05,245.99,250.58,244.1,249.2,248.500952930985,20347136,0.0,1.0,251.06474085227512,251.06474085227512,261.1844379259014,278.8845969185379,267.337963367848,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281
2022-10-04,245.09,250.36,244.975,248.88,248.181850583722,34888416,0.0,1.0,251.9701937626336,251.9701937626336,261.23417246863954,279.24588027177646,278.067779794563,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281
2022-10-03,235.41,241.61,234.66,240.74,240.064684625222,28880357,0.0,1.0,252.9298275923711,252.9298275923711,261.33871608526994,279.61420745957304,278.067779794563,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281
2022-09-30,238.29,240.54,232.73,232.9,232.246677117281,35694832,0.0,1.0,254.4392481745803,254.4392481745803,261.613273967496,280.07141242944584,278.067779794563,232.246677117281,292.02526730433,232.246677117281,339.886189703787,232.246677117281
2022-09-29,238.89,239.95,234.41,237.5,236.833773359185,27484233,0.0,1.0,256.34289311497054,256.34289311497054,261.917173307866,280.5364538759445,278.067779794563,235.746830988821,292.02526730433,235.746830988821,339.886189703787,235.325959814769
2022-09-28,236.81,242.33,234.73,241.07,240.393758920837,29029679,0.0,1.0,258.1318606493132,258.1318606493132,262.2759561496168,281.033340250696,285.347302091498,235.746830988821,292.02526730433,235.746830988821,339.886189703787,235.325959814769
2022-09-27,239.98,241.8,234.5,236.41,235.746830988821,27018732,0.0,1.0,259.8277023096933,259.8277023096933,262.62514669192404,281.5279791827849,289.356025328988,235.746830988821,292.02526730433,235.746830988821,339.886189703787,235.325959814769
2022-09-26,237.045,241.45,236.9,237.45,236.783913617425,27694190,0.0,1.0,261.7036501868769,261.7036501868769,263.14617881678214,281.99909623868183,290.502799389464,236.783913617425,292.02526730433,236.783913617425,339.886189703787,235.325959814769
2022-09-23,239.54,241.13,235.2,237.92,237.252595189967,34176048,0.0,1.0,263.493284635543,263.493284635543,263.57544242046174,282.4742900302327,291.26900873224,237.252595189967,292.02526730433,237.252595189967,339.886189703787,235.325959814769
2022-09-22,237.8704,243.86,237.57,240.98,240.304011385669,30927092,0.0,1.0,265.1050988029524,265.1050988029524,264.02672162295994,282.94689276288346,292.02526730433,238.27970587022,292.02526730433,238.27970587022,339.886189703787,235.325959814769
2022-09-21,244.27,247.66,238.9,238.95,238.27970587022,28625557,0.0,1.0,266.6861812613942,266.6861812613942,264.37849715380565,283.36099854343405,292.02526730433,238.27970587022,292.02526730433,238.27970587022,339.886189703787,235.325959814769
2022-09-20,242.065,243.51,239.64,242.45,241.769887793408,26660299,0.0,1.0,268.1071996140116,268.1071996140116,264.87072623799463,283.76947524558625,292.02526730433,241.769887793408,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-19,242.465,245.14,240.85,244.52,243.834081102265,26826931,0.0,1.0,269.3462034826658,269.3462034826658,265.2644243292614,284.1925966125634,292.02526730433,243.834081102265,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-16,244.26,245.3,242.0627,244.74,244.053463966008,39791768,0.0,1.0,270.602309227942,270.602309227942,265.50843536139047,284.608319295237,292.02526730433,244.053463966008,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-15,249.77,251.4,244.02,245.38,244.691668660534,31530948,0.0,1.0,271.87564744545074,271.87564744545074,265.85448132053716,285.0254711041729,292.02526730433,244.691668660534,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-14,253.53,254.23,249.86,252.22,251.512481333278,23912954,0.0,1.0,273.0885724751127,273.0885724751127,266.1277366255641,285.4693481349483,292.02526730433,251.283126521183,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-13,258.84,260.4,251.59,251.99,251.283126521183,33353318,0.0,1.0,273.8203924298723,273.8203924298723,266.40008580037227,285.84469760816796,292.02526730433,251.283126521183,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-12,265.78,267.45,265.16,266.65,265.902002805165,18747690,0.0,1.0,274.6656674066564,274.6656674066564,266.72982086557624,286.2619572161964,292.02526730433,252.539592013531,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-09,260.5,265.23,260.29,264.46,263.718146116084,22093190,0.0,1.0,275.11419852054496,275.11419852054496,266.9028450268932,286.60498324803297,292.02526730433,252.539592013531,292.02526730433,241.067370624415,339.886189703787,235.325959814769
2022-09-08,257.51,260.43,254.79,258.52,257.794808795017,20319911,0.0,1.0,275.4919020671769,275.4919020671769,267.0502588549076,286.96957755792124,292.02526730433,252.539592013531,292.02526730433,241.067370624415,339.886189703787,232.145613161205
2022-09-07,254.7,258.83,253.22,258.09,257.366015015882,24126700,0.0,1.0,275.81264215398784,275.81264215398784,267.25005673790395,287.38003446246506,292.02526730433,252.539592013531,292.02526730433,241.067370624415,339.886189703787,228.285873569264
2022-09-06,256.2,257.83,251.94,253.25,252.539592013531,21283869,0.0,1.0,275.589105438963,275.589105438963,267.5314703688395,287.7835217777301,292.02526730433,252.539592013531,292.02526730433,241.067370624415,339.886189703787,228.285873569264
2022-09-02,261.695,264.74,254.47,256.06,255.341709500433,22855380,0.0,1.0,275.7563122935158,275.7563122935158,267.8059566220422,288.2004922134006,292.02526730433,255.341709500433,292.02526730433,241.067370624415,339.886189703787,228.285873569264
2022-09-01,258.87,260.89,255.41,260.4,259.669535085186,23263431,0.0,1.0,275.88086416233415,275.88086416233415,268.0841866544802,288.6023149458098,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,228.285873569264
2022-08-31,265.39,267.11,261.33,261.47,260.736533558847,24791834,0.0,1.0,276.0097533538959,276.0097533538959,268.4353783099964,288.96549125271076,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,228.285873569264
2022-08-30,266.67,267.05,260.66,262.97,262.232325811641,22767071,0.0,1.0,276.0178309941308,276.0178309941308,268.8195767926695,289.3265461554498,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,228.285873569264
2022-08-29,265.85,267.4,263.85,265.23,264.485986139186,20121371,0.0,1.0,275.88516518701255,275.88516518701255,269.17025470776,289.6589124147629,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,228.285873569264
2022-08-26,279.08,280.34,267.98,268.09,267.337963367848,27549307,0.0,1.0,275.50224380491323,275.50224380491323,269.6113601376087,289.971951682013,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-25,277.33,279.02,274.52,278.85,278.067779794563,16583407,0.0,1.0,275.1061845271681,275.1061845271681,270.06454537713546,290.296192569678,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-24,275.41,277.23,275.11,275.79,275.016363598861,18137019,0.0,1.0,274.26489791983454,274.26489791983454,270.35534011012027,290.5719261163395,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-23,276.44,278.86,275.4,276.44,275.664540241739,17527409,0.0,1.0,273.48021502525046,273.48021502525046,270.6656305366071,290.8583188408536,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-22,282.08,282.46,277.22,277.75,276.970865475847,25061070,0.0,1.0,272.70543701640753,272.70543701640753,271.02453153894,291.1433493952585,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-19,288.9,289.25,285.56,286.15,285.347302091498,20570033,0.0,1.0,272.24666934719335,272.24666934719335,271.3857554385761,291.40978500776436,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-18,290.189,291.91,289.08,290.17,289.356025328988,17186192,0.0,1.0,271.61317021632084,271.61317021632084,271.6164609302333,291.6300371729773,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-17,289.74,293.35,289.47,291.32,290.502799389464,18253358,0.62,1.0,270.87059221188923,270.87059221188923,271.73739482144913,291.8116563502245,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-16,291.99,294.04,290.42,292.71,291.26900873224,18102882,0.0,1.0,270.01714777943846,270.01714777943846,271.8510301222864,291.9986656163451,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,226.808932398878
2022-08-15,291.0,294.18,290.11,293.47,292.02526730433,18085654,0.0,1.0,269.0267144038853,269.0267144038853,271.9112419426893,292.1459010876591,292.02526730433,250.659913565137,292.02526730433,241.067370624415,339.886189703787,223.894435155984
2022-08-12,288.48,291.91,286.94,291.91,290.472947077408,22619675,0.0,1.0,267.90260900879167,267.90260900879167,272.00925550245154,292.2835213675227,290.472947077408,250.659913565137,290.472947077408,241.067370624415,339.886189703787,223.894435155984
2022-08-11,290.85,291.21,286.51,287.02,285.607020212249,20065938,0.0,1.0,266.7390322233126,266.7390322233126,272.07415217851076,292.36433484548235,287.736485138924,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-10,288.17,289.81,286.94,289.16,287.736485138924,24687845,0.0,1.0,265.85142347817526,265.85142347817526,272.2003148393817,292.4596888736929,287.736485138924,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-09,279.64,283.08,277.61,282.3,280.910256448742,23405238,0.0,1.0,264.7674528581794,264.7674528581794,272.2534655350847,292.5494878785818,282.25361049127,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-08,284.05,285.92,279.32,280.32,278.940003853033,18757818,0.0,1.0,264.1899764660703,264.1899764660703,272.3666394827187,292.68132839789104,282.25361049127,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-05,279.15,283.65,278.68,282.91,281.517253460551,16774606,0.0,1.0,263.7713807125713,263.7713807125713,272.4276477476487,292.80645784096146,282.25361049127,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-04,281.8,283.8,280.1677,283.65,282.25361049127,18098668,0.0,1.0,262.9736605959586,262.9736605959586,272.3565701857353,292.92275510111614,282.25361049127,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-03,276.76,283.5,276.61,282.47,281.079419550394,23518874,0.0,1.0,261.96133552489766,261.96133552489766,272.31416242332693,293.03072323317264,281.079419550394,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-02,276.0,277.89,272.38,274.82,273.467079976065,22754184,0.0,1.0,261.0083833855928,261.0083833855928,272.3382911161574,293.1293348558172,279.35793622182,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-08-01,277.82,281.28,275.84,278.01,276.641375824707,21539580,0.0,1.0,260.10717525385206,260.10717525385206,272.4674294598698,293.2587899628238,279.35793622182,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-29,277.7,282.0,276.63,280.74,279.35793622182,32152752,0.0,1.0,259.0112637090338,259.0112637090338,272.43925401090183,293.34053434743487,279.35793622182,250.659913565137,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-28,269.75,277.84,267.87,276.41,275.049252515043,33459327,0.0,1.0,258.05001926082446,258.05001926082446,272.4142881953252,293.3917380722944,275.049252515043,246.430836023843,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-27,261.16,270.05,258.85,268.74,267.417011399344,45994049,0.0,1.0,256.9912572598983,256.9912572598983,272.54110491914213,293.47115959119344,267.417011399344,243.764029480157,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-26,259.86,259.88,249.57,251.9,250.659913565137,39347957,0.0,1.0,256.112935900734,256.112935900734,272.80439893595127,293.59180758442164,267.078685196041,243.764029480157,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-25,260.995,261.5,256.81,258.83,257.555797650116,21055998,0.0,1.0,256.14909036755756,256.14909036755756,273.27765029173554,293.79624106682087,267.078685196041,243.286392487258,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-22,265.24,265.33,259.07,260.36,259.078265564982,21881290,0.0,1.0,256.34677901184085,256.34677901184085,273.629927694324,293.9575926003659,267.078685196041,241.067370624415,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-21,259.79,264.89,257.03,264.84,263.53621083204,22404675,0.0,1.0,256.6801298298016,256.6801298298016,274.0050983626892,294.0898254732632,267.078685196041,241.067370624415,287.850043474633,241.067370624415,339.886189703787,223.244581041014
2022-07-20,259.9,264.87,258.91,262.27,260.978862765893,22788282,0.0,1.0,256.9342061746354,256.9342061746354,274.3209982871104,294.17183512233913,267.078685196041,241.067370624415,294.788700636808,241.067370624415,339.886189703787,223.244581041014
2022-07-19,257.575,259.72,253.68,259.53,258.252351598094,25012562,0.0,1.0,257.14914282143997,257.14914282143997,274.63547148120443,294.2962459630629,269.078790103806,241.067370624415,299.15638182616,241.067370624415,339.886189703787,223.244581041014
